id,brand,name,scale,serial_number,category_family,category_subject,scalemates_url
286,Frog / UPC,Shell Tanker,1/130,347P / F137 / 5013-300,military_ground,afv,https://www.scalemates.com/kits/frog-347p-shell-bp-coastal-tanker--162746
287,Frog / UPC / Hasegawa-Frog,"Bristol Beaufighter NF1, F6C or TF10",1/72,F191 / 5104 / JS-039,aircraft,military_aircraft,https://www.scalemates.com/kits/frog-f191-bristol-beaufighter-nf1-f6c-or-tf10--161823
78,Fujimi,British Infantry Tank Valentine,1/76,WA-12,military_ground,afv,https://www.scalemates.com/kits/fujimi-wa-12-valentine--1024450
83,Fujimi,German Heavy Tank Destroyer Elephant,1/76,WA13,naval,destroyer,https://www.scalemates.com/kits/fujimi-wa13-elephant--225250
395,Fujimi,German Heavy Tank Destroyer Jagdtiger,1/76,WA-4 / 0760 / OC-8,naval,destroyer,https://www.scalemates.com/kits/fujimi-wa-4-jagdtiger--633842
81,Fujimi,German Medium Tank Panzer.IV Ausf.J,1/76,76012,military_ground,afv,https://www.scalemates.com/kits/fujimi-76012-panzeriv-ausfj--251283
396,Fujimi,German Panzer Jager I 4.7cm PAK,1/76,WA21,military_ground,afv,https://www.scalemates.com/kits/fujimi-wa21-panzer-jager-i-47cm-pak--225492
288,Fujimi,Japanese Battleship Haruna / Kongo / Kirishima / Hiei,1/700,WL.B012 / WL.B016 / WL.B020 / WL.B023,naval,battleship,https://www.scalemates.com/kits/fujimi-wlb012-battleship-haruna--1409758
394,Fujimi,Japanese Navy Type 99 Carrier Dive-Bomber Model 11 D3A1,1/48,5A25,naval,carrier,https://www.scalemates.com/kits/fujimi-5a25-japanese-navy-type-99-carrier-dive-bomber-model-11-d3a1--326186
397,Fujimi,Kubelwagen / BMW R75 with Sidecar,1/76,WA-11 / OC-1 / 0868,military_ground,motorcycle,https://www.scalemates.com/kits/fujimi-wa-11-kuebelwagen-bmw-r75-with-sidecar--1024659
80,Fujimi,Panther-G German Medium Tank,1/76,76077,military_ground,afv,https://www.scalemates.com/kits/fujimi-76077-panther-g--224524
79,Fujimi,Sd.Kfz. 251/1//10 German Troop Carrier,1/76,WA-9,military_ground,afv,https://www.scalemates.com/kits/fujimi-wa-9-sdkfz-251-1-10--1024425
82,Fujimi,U.S. Army Tank Destroyer M36 Jackson Tank with Harley Davidson motorcycle,1/76,76017,naval,destroyer,https://www.scalemates.com/de/kits/fujimi-76017-m36-jackson-tank--155806
289,Fujimi,U.S.A. Battleship Iowa / Missouri,1/700,WL.B115 / B107,naval,battleship,https://www.scalemates.com/kits/fujimi-wlb115-usa-battleship-iowa--1020084
77,Fujimi,Water Line Series U.S.A. Battleship Missouri,1/700,B107,naval,battleship,https://www.scalemates.com/kits/fujimi-b107-1300-usa-battleship-missouri--1006093
84,Fujimi/Nitto,M3A1 Half Track,1/76,76069,military_ground,afv,https://www.scalemates.com/kits/fujimi-76069-m3a1-half-track--155807
400,Hasegawa,88mm GUN Flak 36,1/72,710,aircraft,military_aircraft,https://www.scalemates.com/kits/minicraft-hasegawa-710-88mm-gun-flak-18--1085261
398,Hasegawa,F-86F Sabre 40,1/32,JS-084 / JS-098 / S3,aircraft,military_aircraft,https://www.scalemates.com/kits/hasegawa-js-084-f-86f-sabre-40--311890
90,Hasegawa,G.M.C. CCKW-353 Cargo Truck,1/72,MB-020,military_ground,support_vehicle,https://www.scalemates.com/de/kits/hasegawa-mb-020-gmc-cckw-353-cargo-truck--148408
294,Hasegawa,G.M.C. CCKW-353 Gasoline Tank Truck,1/72,MB-021,military_ground,afv,https://www.scalemates.com/de/kits/hasegawa-mb-021-gmc-cckw-353-gasoline-tank-truck--1394777
290,Hasegawa,German Battle Ship Bismarck / Tirpitz,1/450,A-7 / A-8,naval,battleship,https://www.scalemates.com/kits/hasegawa-a-7-1000-bismarck--1103874
85,Hasegawa,IJN Battleship Yamato,1/450,A-3,naval,battleship,https://www.scalemates.com/de/kits/minicraft-hasegawa-a-3-ijn-battleship-yamato--1307208
399,Hasegawa,Japanese Aircraft Carrier Akagi,1/700,WL.A031,naval,carrier,https://www.scalemates.com/kits/hasegawa-43201-akagi--544705
291,Hasegawa,Japanese Navy Aircraft Carrier Akagi,1/450,A-11,naval,carrier,https://www.scalemates.com/kits/hasegawa-a-11-akagi--424705
292,Hasegawa,Japanese Navy Battleship Yamato,1/450,A-3,naval,battleship,https://www.scalemates.com/de/kits/minicraft-hasegawa-a-3-ijn-battleship-yamato--1307208
295,Hasegawa,"Leopold / Anzio Annie, K5(E)German Railway Gun",1/72,MB-028 / 728,military_ground,rail_artillery,https://www.scalemates.com/kits/minicraft-hasegawa-728-k5-e-german-railway-gun--937954
87,Hasegawa,"Mörser Karl German 600mm Mörser ""Karl"" On Railway Carrier",1/72,MB-032,military_ground,rail_artillery,https://www.scalemates.com/de/kits/hasegawa-mb-032-moerser-karl--141994
88,Hasegawa,Panzerkampfwagen VI Tiger,1/72,708,military_ground,afv,https://www.scalemates.com/de/kits/minicraft-hasegawa-708-panzerkampfwagen-vi-tiger-ie--1085256
89,Hasegawa,Railway gun Anzio Annie,1/72,728,military_ground,rail_artillery,https://www.scalemates.com/kits/minicraft-hasegawa-728-k5-e-german-railway-gun--937954
293,Hasegawa,U.S. Aircraft Carrier USS Essex / Hancock,1/700,WL.A108 / WL.A113,naval,carrier,https://www.scalemates.com/kits/hasegawa-wla108-uss-essex-cv-9--1407159
86,Hasegawa,U.S. Army M-4(A3E8) Sherman,1/72,MB-015,military_ground,afv,https://www.scalemates.com/de/kits/minicraft-hasegawa-715-m-4-a3e8-sherman--1016796
296,Hasegawa / Frog / Minicraft-Hasegawa,H.M.S. Vanguard,1/450,A-10 / F-136,naval,warship,https://www.scalemates.com/kits/minicraft-hasegawa-a-10-800-hms-vanguard--1160778
297,Hasegawa / Minicraft,KettenKRad & Schwimmwagen,1/72,713,military_ground,support_vehicle,https://www.scalemates.com/kits/minicraft-hasegawa-713-schwimmwagen-and-kettenkrad--1085273
298,Hasegawa / Minicraft,U.S. Army M-4 (A3E8) Sherman,1/72,715,military_ground,afv,https://www.scalemates.com/de/kits/minicraft-hasegawa-715-m-4-a3e8-sherman--1016796
401,Heller,HMS Hood,1/400,1051.0,naval,warship,https://www.scalemates.com/kits/heller-1051-hms-hood--1415786
299,Heller,Porsche 917 K  Martini Racing-Team,1/24,L 742,automotive,car,https://www.scalemates.com/kits/heller-l742-porsche-917-k-martini--167779
91,Heller,Ship,1/400,any,naval,warship,https://www.scalemates.com/search.php?q=Heller*&fkSECTION[]=Kits&fkTYPENAME[]=%22Full%20kits%22&fkSCALENORMALISED[]=%221:00400%22&fkCOMPNAME[]=%22Heller%22&fkGROUPS[]=%22Ships%22&fkYEARRANGE[]=%221970-1979%22&fkYEAR[]=%221974%22&fkYEAR[]=%221972%22&fkYEAR[]=%221975%22&fkYEAR[]=%221971%22
300,Heller,Ship (La Seine),1/400,L750,naval,warship,https://www.scalemates.com/kits/heller-l750-petrolier-la-seine--167903
301,Heller,"Suffren, Fregate Lance-Engins",1/400,L861 (/ 861),naval,warship,https://www.scalemates.com/kits/heller-l861-suffren--1101008
92,Holgate and Reynolds,HO Brick,,,industrial,component,
303,IMC,Volkswagen,1/25,114,automotive,car,https://www.scalemates.com/kits/imc-114-volkswagen--942364
95,ITT,Vintage microchip,,,industrial,component,
302,Imai,Galeass,1/160,B-351,naval,warship,https://www.scalemates.com/kits/imai-b-351-galeass--191234
93,Italaerei,Italian Self-propelled Gun M40-75/18 Fiat-Ansaldo,1/35,214,military_ground,afv,https://www.scalemates.com/kits/italaerei-214-m40-75-18--186024
304,Italaerei,Italian Self-propelled Gun M40-75/18 Semovente,1/35,214 / H-2104,military_ground,afv,https://www.scalemates.com/kits/italaerei-214-m40-75-18--186024
94,Italaerei,Tiger (P) Elefant,1/35,211,military_ground,afv,https://www.scalemates.com/kits/italaerei-211-tiger-p-elefant--1395444
305,Italaerei / Revell-Italaerei / Tomy,Tiger (P) Elefant,1/35,211 / H2105 / 3512,military_ground,afv,https://www.scalemates.com/kits/italaerei-211-tiger-p-elefant--1395444
306,Jo-han,1931 Cadillac V-16 Cabriolet,1/25,GC-431,automotive,car,https://www.scalemates.com/kits/jo-han-gc-431-1931-cadillac-v-16-cabriolet--177220
96,LS,Morgan Plus 8 Roadster,1/16,C2002,automotive,car,https://www.scalemates.com/de/kits/ls-c2001-2000-morgan-plus-8--168382
402,Lindberg,German Battleship Bismarck / Tirpitz,1/350,762M / 70827 /,naval,battleship,https://www.scalemates.com/kits/lindberg-762m-bismarck--1116869
440,Lindberg / Lindberg-Necomisa,Blue Devil Destroyer,1/125,212 / 815M,naval,destroyer,https://www.scalemates.com/kits/lindberg-212-blue-devil-destroyer--1022544
315,MPC,King Pontiac GTO Super Stocker,1/25,2750-01-01 00:00:00,automotive,car,https://www.scalemates.com/kits/mpc-1-2750-pontiac-gto-super-stocker--1177444
307,Mania,Nakajima Ki-27 Nate,1/48,05-800,aircraft,military_aircraft,https://www.scalemates.com/kits/mania-hobby-05-800-nakajima-ki-27-nate--205580
97,Mania,Type 97 Carrier Attack Bomber Nakajima B5N Kate,1/72,02-800,naval,carrier,https://www.scalemates.com/kits/mania-hobby-02-800-nakajima-b5n-kate--188363
403,Max,1 1/2-Ton Personnel Carrier,1/35,3506,military_ground,afv,https://www.scalemates.com/kits/max-plastic-model-3506-1-1-2-ton-personnel-carrier--1093673
308,Max / Peerless-Max / Airfix,155 mm Howitzer M1-A2,1/35,M3 / 3502 / 07362-6,military_ground,artillery,https://www.scalemates.com/kits/airfix-07362-6-155-mm-howitzer--169670
100,Monogram,1926 Mack Bulldog,1/24,85-7539,automotive,car,https://www.scalemates.com/kits/monogram-85-7539-1926-mack-bulldog--166665
313,Monogram,1926 Mack Bulldog Stake Truck/Tank Truck/Dump Truck/Log Hauler,1/24,7537 / 7539 / 2400 / 2401,military_ground,afv,https://www.scalemates.com/kits/monogram-85-7539-1926-mack-bulldog--166665
311,Monogram,2 1/2 Ton Track,1/35,8214,military_ground,afv,https://www.scalemates.com/kits/monogram-8214-2-1-2-ton-truck--1242549
98,Monogram,Armor Series Panzerkampfwagen IV German HL/48 Tank Monogram,1/32,8218,military_ground,afv,https://www.scalemates.com/de/kits/monogram-8218-panzerkampfwagen-iv--1242584
314,Monogram,Corvette SS Hatchback,1/24,2212.0,automotive,race_car,https://www.scalemates.com/kits/monogram-2212-corvette-ss-hatchback--267062
312,Monogram,De Havilland Mosquito,1/48,6849.0,aircraft,military_aircraft,https://www.scalemates.com/kits/monogram-6849-havilland-mosquito--1243549
309,Monogram,Panzerkampfwagen IV German HL/48 Tank Monogram,1/32,8218,military_ground,afv,https://www.scalemates.com/de/kits/monogram-8218-panzerkampfwagen-iv--1242584
310,Monogram,Panzerspähwagen 8rad,1/32,7581,military_ground,afv,https://www.scalemates.com/kits/monogram-7581-panzerspaehwagen--168130
404,Monogram,Screamin' Mimi Sherman M4A1,1/32,4200,military_ground,afv,https://www.scalemates.com/kits/monogram-4200-sherman-m4a1--265081
99,Monogram,Warhawk P-40N Famous Curtiss-built Air Force plane,1/72,6792,aircraft,military_aircraft,https://www.scalemates.com/kits/monogram-6792-warhawk-p-40n--148898
106,Nichimo,132 Sherman US Army Medium Tank M4A1,1/35,DT3501,military_ground,afv,https://www.scalemates.com/de/kits/nichimo-dt3501-sherman--185380
317,Nichimo,British Army Tank Centurion,1/35,R-3505 / R-3510,military_ground,afv,https://www.scalemates.com/kits/nichimo-sr-3509-centurion--1318685
105,Nichimo,British Tank Centurion,1/35,SR-3509,military_ground,afv,https://www.scalemates.com/kits/nichimo-sr-3509-centurion--1318685
109,Nichimo,HIJMS Nagato,1/500,U-5007,naval,warship,https://www.scalemates.com/kits/nichimo-u-5007-hijms-nagato--1072034
107,Nichimo,Hyuga Japanese Navy Battleship with flight deck,1/500,U5010,naval,battleship,https://www.scalemates.com/kits/nichimo-u5010-hyuga--1319246
318,Nichimo,"Jagdpanzer ""Elefant""",1/35,R-3520,military_ground,afv,https://www.scalemates.com/kits/nichimo-r-3520-jagdpanzer-elefant-sdkfz184--1318800
104,Nichimo,Jagdpanzer Elefant (Sd.Kfz.184) Remote Control,1/35,R-3520,military_ground,afv,https://www.scalemates.com/kits/nichimo-r-3520-jagdpanzer-elefant-sdkfz184--1318800
319,Nichimo,"Jagdpanzer VI ""Jagdtiger""",1/35,R-3531,military_ground,afv,https://www.scalemates.com/kits/nichimo-r-3531-jagdtiger--1149973
102,Nichimo,Jagdtiger,1/35,DT3508,military_ground,afv,https://www.scalemates.com/kits/nichimo-r-3531-jagdtiger--1149973
324,Nichimo,Japanese Battleship Nagato,1/500,U5007-500,naval,battleship,https://www.scalemates.com/kits/nichimo-u-5007-hijms-nagato--1072034
325,Nichimo,Japanese Navy Battleship Musashi,1/500,U5002-950,naval,battleship,https://www.scalemates.com/de/kits/nichimo-japanese-navy-battleship-musashi--1319136
326,Nichimo,Japanese Navy Battleship with flight deck Ise / Hyuga,1/500,U5009 / U5010,naval,battleship,https://www.scalemates.com/de/kits/nichimo-u5009-ise--1319234
320,Nichimo,M4A1 Sherman,1/35,R-3517,military_ground,afv,https://www.scalemates.com/de/kits/nichimo-r-3517-m4a1-sherman--1149938
323,Nichimo,Nakajima B5N2 KATE,1/48,S-4813,aircraft,military_aircraft,https://www.scalemates.com/kits/nichimo-s-4813-nakajima-b5n2-kate--1149734
321,Nichimo,Pz.Kpfw.VI Tiger II Henschel Turret (King Tiger),1/35,R-3530,military_ground,afv,https://www.scalemates.com/kits/nichimo-r-3530-tiger-ii-produktionsturm--1283034
322,Nichimo,Pz.Kpfw.VI Tiger II Porsche Turret,1/35,R-3526 / R-3529,military_ground,afv,https://www.scalemates.com/kits/nichimo-r-3529-tiger-ii-porsche-turret--186360
405,Nichimo,Tiger I Ausf.E - German Army Heavy Tank,1/35,R-3513 / R-3518,military_ground,afv,https://www.scalemates.com/kits/nichimo-r-3513-pzkpfwvi-tiger-i--1318791
103,Nichimo,Tiger II (King TIger),1/35,DT3503,military_ground,afv,https://www.scalemates.com/kits/nichimo-dt3503-tiger-ii--186364
101,Nichimo,U-Boat type IX B Wolf Pack,1/200,U-2009,naval,submarine,https://www.scalemates.com/kits/nichimo-2009-u-boat-type-ix-b--964265
108,Nichimo,Yamato,1/500,U-5001,naval,warship,https://www.scalemates.com/de/kits/nichimo-050522-ijn-battleship-yamato--1135986
327,Nichimo / Minicraft,IJN Submarine First Class Type Otsu I-19,1/200,U-2006,naval,submarine,https://www.scalemates.com/kits/nichimo-u-2006-i-19-submarine-and-floatplane--146099
113,Nitto,Chieftain,,543,military_ground,afv,https://www.scalemates.com/kits/nitto-543-chieftain--1272970
331,Nitto,German Battleship Bismarck,No scale(1/1000?),165.0,naval,battleship,https://www.scalemates.com/kits/nitto-165-bismarck--1400215
328,Nitto,German Medium Tank Panzer.IV Ausf.J,1/76,460,military_ground,afv,https://www.scalemates.com/kits/nitto-460-panzeriv-ausfj--139662
112,Nitto,Jagdpanther German Medium Tank,1/76,443,military_ground,afv,https://www.scalemates.com/kits/nitto-443-jagdpanther--139645
332,Nitto,Japanese Navy Battleship Yamato / Musashi,No scale(1/1100?),163 / 164,naval,battleship,https://www.scalemates.com/kits/nitto-163-battle-ship-yamato--1399560
329,Nitto,M3A1 Half Track,1/76,456,military_ground,afv,https://www.scalemates.com/kits/nitto-456-m3a1-halftrack--139658
330,Nitto,Panther-G German Medium Tank,1/76,393 / 441 / 523,military_ground,afv,https://www.scalemates.com/kits/nitto-441-panther-g--139643
111,Nitto,SDKfz 251/1 Rocket launcher,1/35,388,space,rocket,https://www.scalemates.com/kits/nitto-388-sdkfz-251-1--186379
114,Nitto,Tiger II,,,military_ground,afv,https://www.scalemates.com/de/kits/nitto-182-tiger-ii--1272825
110,Nitto,Yamato,1/1100,163,naval,warship,https://www.scalemates.com/kits/nitto-163-battle-ship-yamato--1399560
333,Nitto / RiKo,M4A1 Sherman (with Willys Jeep),1/76,453,military_ground,afv,https://www.scalemates.com/kits/nitto-453-m4a1-sherman--139655
334,Nitto / RiKo,U.S. Army Tank Destroyer M36 Jackson Tank with Harley Davidson motorcycle,1/76,455,naval,destroyer,https://www.scalemates.com/de/kits/nitto-455-m36-jackson--139657
335,Nitto / RiKo / Entex,Jagdpanther German Medium Tank,1/76,395 / 443 / 8506C / 252,military_ground,afv,https://www.scalemates.com/kits/nitto-443-jagdpanther--139645
336,Nitto Kagaku,KettenKrad Sd.Kfz. 2 with 37mm Gun,1/35,411,military_ground,afv,https://www.scalemates.com/kits/nitto-kagaku-411-kettenkrad-sdkfz-2--186383
338,Otaki,Japanese Battleship Yamato,1/600,OT1-28-500,naval,battleship,https://www.scalemates.com/kits/otaki-ot1-28-500-japanese-battleship-yamato--1325761
337,Otaki,P-51D Mustang,1/48,OT2-13,aircraft,military_aircraft,https://www.scalemates.com/kits/otaki-ot2-13-north-american-p-51d-mustang--313697
115,Peerless Max,155 mm Howitzer,1/35,3502,military_ground,artillery,https://www.scalemates.com/kits/airfix-07362-6-155-mm-howitzer--169670
116,Plastruct,Plastruct Lamp shade 671a5f,,,industrial,component,
407,Revell,"""Battle of Midway"" Carrier",1/542,H-501,naval,carrier,https://www.scalemates.com/kits/revell-h-501-battle-midway-carrier--1005890
341,Revell,53 Chevy Panel,1/25,H-1376,automotive,car,https://www.scalemates.com/kits/revell-h-1376-53-chevy-panel--946079
446,Revell,Apollo Lunar Spacecraft,1/48,H-1838,space,spacecraft,https://www.scalemates.com/kits/revell-h-1838-600-apollo-lunar-spacecraft--965026
345,Revell,Battleship U.S.S. Wisconsin,1/535,H352,naval,battleship,https://www.scalemates.com/kits/revell-h352-uss-wisconsin-bb-64--1092841
444,Revell,Bell HueyCobra Helicopter,1/32,H-287,aircraft,helicopter,https://www.scalemates.com/kits/revell-h-287-200-bell-hueycobra-helicopter--176356
